time/fps,time/total_timesteps,time/time_elapsed,time/episodes,eval/mean_ep_length,eval/mean_reward,train/critic_loss,train/learning_rate,train/ent_coef,train/n_updates,train/actor_loss,train/ent_coef_loss
384,34979,90,5380,,,159.1623077392578,9.96490765332249e-06,0.9484708309173584,4978,-49.40361785888672,-0.700994610786438
,35000,,,8.2,-6.601214799999999,218.5089111328125,9.964886621704265e-06,0.9482719302177429,4999,-50.09649658203125,-0.7050793170928955
383,35008,91,5384,,,222.6455841064453,9.964878609670903e-06,0.9481961131095886,5007,-50.90230178833008,-0.7095280885696411
382,35044,91,5388,,,223.9844207763672,9.96484255560049e-06,0.9478549361228943,5043,-49.64421081542969,-0.707825243473053
381,35072,91,5392,,,195.06585693359375,9.964814513635912e-06,0.9475899338722229,5071,-48.909759521484375,-0.7150083780288696
,35100,,,8.2,-6.0744378,181.9755096435547,9.964786471750245e-06,0.9473248720169067,5099,-48.85686111450195,-0.7213801145553589
380,35100,92,5396,,,,,,,,
379,35136,92,5400,,,134.1057586669922,9.964750418013199e-06,0.9469844698905945,5135,-48.55976104736328,-0.724395215511322
378,35164,92,5404,,,211.2464599609375,9.964722376307904e-06,0.9467198848724365,5163,-49.47549057006836,-0.7257034778594971
377,35193,93,5408,,,189.053955078125,9.964693333196324e-06,0.9464457035064697,5192,-47.74905014038086,-0.73094642162323
,35200,,,7.4,-4.6800303,174.0228271484375,9.964686322802762e-06,0.9463794231414795,5199,-48.98149108886719,-0.7270479202270508
376,35222,93,5412,,,237.44927978515625,9.964664290169393e-06,0.9461716413497925,5221,-49.01441955566406,-0.7372897863388062
375,35250,93,5416,,,205.48696899414062,9.964636248706469e-06,0.9459072351455688,5249,-50.12383270263672,-0.7343988418579102
374,35278,94,5420,,,173.5543975830078,9.964608207322455e-06,0.9456426501274109,5277,-48.55034637451172,-0.7422550916671753
,35300,,,9.0,-6.4977812,189.305908203125,9.964586174861805e-06,0.9454350471496582,5299,-47.880714416503906,-0.7417047023773193
372,35306,94,5424,,,122.02252197265625,9.964580166017353e-06,0.9453783631324768,5305,-47.40853500366211,-0.7466541528701782
371,35342,95,5428,,,163.40594482421875,9.964544113026745e-06,0.945038914680481,5341,-47.96626281738281,-0.7484973669052124
371,35362,95,5432,,,180.22952270507812,9.964524083643883e-06,0.9448503255844116,5361,-47.75495529174805,-0.752336859703064
370,35390,95,5436,,,187.09600830078125,9.964496042575513e-06,0.9445863366127014,5389,-49.125431060791016,-0.759555459022522
,35400,,,9.0,-7.4480105000000005,160.80894470214844,9.964486027927362e-06,0.944491982460022,5399,-46.52171325683594,-0.7582780718803406
369,35418,95,5440,,,123.99275207519531,9.964468001586052e-06,0.9443221688270569,5417,-47.705169677734375,-0.7613581418991089
368,35446,96,5444,,,152.10000610351562,9.964439960675504e-06,0.9440581798553467,5445,-45.736122131347656,-0.7637473344802856
367,35482,96,5448,,,216.65188598632812,9.964403908192174e-06,0.9437188506126404,5481,-48.430789947509766,-0.7710398435592651
,35500,,,8.2,-5.7794904,176.1454620361328,9.964385881999424e-06,0.9435492157936096,5499,-45.93412399291992,-0.7661453485488892
365,35518,97,5452,,,193.0330047607422,9.964367855839285e-06,0.9433797597885132,5517,-48.455501556396484,-0.7714868783950806
365,35554,97,5456,,,196.46424865722656,9.96433180361684e-06,0.9430410265922546,5553,-45.719444274902344,-0.7818190455436707
363,35590,97,5460,,,173.9334716796875,9.964295751524834e-06,0.9427023530006409,5589,-47.21440505981445,-0.7867408990859985
,35600,,,8.2,-6.4460614000000005,151.45094299316406,9.964285737077982e-06,0.9426081776618958,5599,-48.27108383178711,-0.7823851108551025
362,35620,98,5464,,,150.2283477783203,9.964265708214472e-06,0.9424199461936951,5619,-45.75294494628906,-0.786129355430603
361,35656,98,5468,,,160.92355346679688,9.964229656361609e-06,0.9420813322067261,5655,-46.85651779174805,-0.7916378974914551
360,35692,98,5472,,,128.99720764160156,9.964193604639183e-06,0.941743016242981,5691,-46.38622283935547,-0.7899260520935059
,35700,,,9.0,-6.6951445,227.3087921142578,9.964185593163025e-06,0.9416679739952087,5699,-46.19681167602539,-0.796107292175293
359,35728,99,5476,,,204.2061767578125,9.964157553047197e-06,0.9414050579071045,5727,-47.55426025390625,-0.8008080720901489
358,35764,99,5480,,,126.9107894897461,9.964121501585651e-06,0.9410671591758728,5763,-46.33485412597656,-0.8038066625595093
,35800,,,9.0,-6.6159441999999995,178.1977081298828,9.964085450254543e-06,0.9407291412353516,5799,-46.29304504394531,-0.8071626424789429
357,35800,100,5484,,,,,,,,
356,35836,100,5488,,,172.56585693359375,9.964049399053873e-06,0.9403914213180542,5835,-44.696319580078125,-0.813690721988678
355,35872,100,5492,,,189.73577880859375,9.964013347983639e-06,0.9400539398193359,5871,-45.646759033203125,-0.8164241313934326
,35900,,,9.0,-6.042316599999999,178.68276977539062,9.963985308352526e-06,0.939791738986969,5899,-43.27742004394531,-0.8216016292572021
354,35908,101,5496,,,144.04336547851562,9.963977297043843e-06,0.9397168755531311,5907,-45.1117057800293,-0.8217184543609619
353,35936,101,5500,,,156.9508056640625,9.963949257514181e-06,0.9394544959068298,5935,-44.70454406738281,-0.8342753648757935
352,35964,101,5504,,,150.32107543945312,9.963921218063423e-06,0.9391921162605286,5963,-46.20835876464844,-0.8316522240638733
351,35992,102,5508,,,164.13941955566406,9.96389317869157e-06,0.938930094242096,5991,-44.941410064697266,-0.8375712037086487
,36000,,,9.0,-5.480530400000001,168.48484802246094,9.963885167456964e-06,0.9388552308082581,5999,-44.62364959716797,-0.8335161209106445
350,36028,102,5512,,,172.0299072265625,9.963857128186561e-06,0.9385930299758911,6027,-43.4307975769043,-0.838158130645752
349,36064,103,5516,,,149.91403198242188,9.963821077811986e-06,0.9382559657096863,6063,-44.62216567993164,-0.8462584614753723
,36100,,,9.0,-6.635860599999999,162.6556396484375,9.963785027567844e-06,0.9379191398620605,6099,-43.4459114074707,-0.8505934476852417
348,36100,103,5520,,,,,,,,
347,36136,104,5524,,,137.28125,9.963748977454138e-06,0.9375825524330139,6135,-42.517547607421875,-0.8520245552062988
346,36156,104,5528,,,151.75531005859375,9.96372894966955e-06,0.9373958110809326,6155,-44.62207794189453,-0.8563737869262695
345,36192,104,5532,,,160.62109375,9.96369289975874e-06,0.9370592832565308,6191,-42.48103713989258,-0.8616483211517334
,36200,,,9.0,-6.885031299999999,160.74343872070312,9.963684888685161e-06,0.9369844794273376,6199,-44.30413055419922,-0.8679143190383911
344,36228,105,5536,,,158.38047790527344,9.96365684997836e-06,0.9367228150367737,6227,-43.034820556640625,-0.861078143119812
343,36264,105,5540,,,138.56170654296875,9.963620800328417e-06,0.93638676404953,6263,-42.80093002319336,-0.870172917842865
343,36293,105,5544,,,173.9995574951172,9.963591760427482e-06,0.9361159205436707,6292,-44.03180694580078,-0.8806912899017334
,36300,,,9.0,-5.9152793,159.20745849609375,9.963584750808902e-06,0.936050534248352,6299,-43.29803466796875,-0.8771489858627319
342,36313,106,5548,,,151.6943359375,9.96357173295891e-06,0.9359290599822998,6312,-42.246097564697266,-0.8763546347618103
341,36349,106,5552,,,135.824462890625,9.963535683616927e-06,0.9355930089950562,6348,-43.45259475708008,-0.8799037337303162
341,36380,106,5556,,,118.13641357421875,9.963504641232513e-06,0.9353036880493164,6379,-42.74333953857422,-0.8843676447868347
,36400,,,9.0,-6.5292333,134.8206787109375,9.963484613939057e-06,0.9351173043251038,6399,-42.720359802246094,-0.884514331817627
340,36416,107,5560,,,191.22341918945312,9.963468592133276e-06,0.9349682331085205,6415,-44.59475326538086,-0.8962059020996094
339,36452,107,5564,,,192.81094360351562,9.96343254316447e-06,0.9346326589584351,6451,-44.26914978027344,-0.8967918753623962
338,36488,107,5568,,,120.06621551513672,9.963396494326091e-06,0.9342971444129944,6487,-41.12517547607422,-0.9009912014007568
,36500,,,8.2,-4.903281699999999,132.0180206298828,9.963384478075615e-06,0.9341854453086853,6499,-43.93391418457031,-0.9079629182815552
337,36508,108,5572,,,161.688720703125,9.963376467250017e-06,0.9341109395027161,6507,-44.13592529296875,-0.9071619510650635
336,36544,108,5576,,,147.72164916992188,9.963340418614529e-06,0.9337761998176575,6543,-42.849815368652344,-0.9093682765960693
336,36580,108,5580,,,111.5497817993164,9.963304370109468e-06,0.9334411025047302,6579,-42.26817321777344,-0.9162927865982056
,36600,,,9.0,-7.139208600000001,169.40078735351562,9.96328434321857e-06,0.9332548379898071,6599,-42.12767791748047,-0.9154795408248901
335,36608,109,5584,,,128.0462646484375,9.963276332473482e-06,0.9331803917884827,6607,-44.12754821777344,-0.9177306294441223
334,36644,109,5588,,,134.65174865722656,9.963240284200292e-06,0.9328452348709106,6643,-42.64771270751953,-0.9213422536849976
333,36672,109,5592,,,134.2685546875,9.963212246744649e-06,0.9325851202011108,6671,-43.010498046875,-0.9214869737625122
,36700,,,9.0,-5.6539823,163.38702392578125,9.963184209367906e-06,0.9323248267173767,6699,-42.28618621826172,-0.9260879755020142
332,36708,110,5596,,,138.95706176757812,9.963176198703329e-06,0.9322504997253418,6707,-42.71607971191406,-0.926285982131958
332,36744,110,5600,,,138.98960876464844,9.963140150792435e-06,0.9319162964820862,6743,-42.81561279296875,-0.9385598301887512
331,36780,110,5604,,,110.2716064453125,9.963104103011967e-06,0.9315818548202515,6779,-42.21883773803711,-0.9398607015609741
,36800,,,9.0,-7.084436199999999,120.09874725341797,9.963084076523617e-06,0.9313958883285522,6799,-42.8638916015625,-0.9396570920944214
330,36808,111,5608,,,133.64064025878906,9.963076065939549e-06,0.9313216209411621,6807,-43.67232894897461,-0.9371122121810913
329,36844,111,5612,,,152.35401916503906,9.963040018390947e-06,0.9309877157211304,6843,-42.935264587402344,-0.9383736252784729
329,36880,112,5616,,,114.17155456542969,9.963003970972767e-06,0.930653989315033,6879,-41.70695877075195,-0.9504132270812988
,36900,,,8.2,-4.8095844,125.34092712402344,9.962983944685691e-06,0.9304686784744263,6899,-42.14361572265625,-0.9514203667640686
327,36916,112,5620,,,82.40094757080078,9.962967923685013e-06,0.9303203225135803,6915,-42.514686584472656,-0.9571203589439392
327,36952,112,5624,,,131.60751342773438,9.962931876527682e-06,0.9299865961074829,6951,-40.65500259399414,-0.9575254321098328
326,36988,113,5628,,,149.22914123535156,9.962895829500773e-06,0.9296529293060303,6987,-40.562034606933594,-0.9703572392463684
,37000,,,8.2,-6.6031073000000005,131.94850158691406,9.962883813854119e-06,0.9295417070388794,6999,-42.112762451171875,-0.9673775434494019
325,37024,113,5632,,,121.44705963134766,9.962859782604286e-06,0.9293195605278015,7023,-42.16401672363281,-0.9640186429023743
324,37052,114,5636,,,126.91851043701172,9.96283174621941e-06,0.9290603995323181,7051,-42.217559814453125,-0.9727436900138855
324,37088,114,5640,,,149.6231689453125,9.962795699554784e-06,0.9287270307540894,7087,-42.16893768310547,-0.9828522205352783
,37100,,,8.2,-6.2714571,112.68231201171875,9.96278368402889e-06,0.928615927696228,7099,-41.85589599609375,-0.9784221053123474
322,37124,115,5644,,,112.42716217041016,9.962759653020578e-06,0.9283939003944397,7123,-41.45881652832031,-0.9856839179992676
320,37160,115,5648,,,126.25675964355469,9.962723606616794e-06,0.9280608892440796,7159,-43.684017181396484,-0.9974403381347656
319,37196,116,5652,,,104.5628433227539,9.96268756034343e-06,0.9277278184890747,7195,-41.75902557373047,-0.9917505383491516
,37200,,,9.0,-6.9299433,141.53060913085938,9.962683555209996e-06,0.9276908040046692,7199,-43.067718505859375,-0.9920720458030701
317,37232,117,5656,,,112.52141571044922,9.962651514200485e-06,0.9273951649665833,7231,-42.27305603027344,-0.9993091821670532
315,37268,117,5660,,,103.11346435546875,9.962615468187959e-06,0.9270626902580261,7267,-40.6800651550293,-0.9988894462585449
,37300,,,7.4,-5.3229262,108.67665100097656,9.962583427397423e-06,0.9267674684524536,7299,-43.26074981689453,-1.009725570678711
314,37304,118,5664,,,153.40904235839844,9.962579422305853e-06,0.9267305731773376,7303,-41.626094818115234,-1.0028486251831055
313,37324,119,5668,,,151.308837890625,9.962559396872146e-06,0.9265457391738892,7323,-41.55816650390625,-1.008971095085144
311,37360,119,5672,,,124.62062072753906,9.96252335119291e-06,0.9262130856513977,7359,-42.3398551940918,-1.0191304683685303
310,37396,120,5676,,,121.25971984863281,9.962487305644095e-06,0.9258811473846436,7395,-42.93794250488281,-1.0167655944824219
,37400,,,8.2,-6.048828299999999,132.74139404296875,9.962483300591165e-06,0.9258443117141724,7399,-41.975311279296875,-1.0232822895050049
308,37424,121,5680,,,87.49981689453125,9.962459270307402e-06,0.9256229400634766,7423,-42.02287673950195,-1.0298577547073364
307,37460,121,5684,,,149.940673828125,9.962423224990436e-06,0.9252906441688538,7459,-42.689170837402344,-1.0283517837524414
306,37496,122,5688,,,116.33096313476562,9.962387179803886e-06,0.9249587655067444,7495,-41.74605178833008,-1.0340336561203003
,37500,,,9.0,-6.7881148,133.64833068847656,9.962383174791208e-06,0.9249219298362732,7499,-43.97882843017578,-1.0368664264678955
304,37524,123,5692,,,125.66494750976562,9.962359144748955e-06,0.9247009754180908,7523,-44.06298065185547,-1.0380207300186157
303,37560,123,5696,,,129.36630249023438,9.962323099794256e-06,0.9243690967559814,7559,-41.4424934387207,-1.0400002002716064
302,37588,124,5700,,,118.95608520507812,9.962295064919652e-06,0.9241113662719727,7587,-42.39910888671875,-1.0437555313110352
,37600,,,8.2,-5.0865547,116.95978546142578,9.962283049997546e-06,0.9240008592605591,7599,-41.723121643066406,-1.0442123413085938
301,37616,124,5704,,,88.34463500976562,9.962267030123942e-06,0.9238535165786743,7615,-42.792606353759766,-1.046604871749878
299,37652,125,5708,,,117.83355712890625,9.962230985502525e-06,0.9235223531723022,7651,-42.33131790161133,-1.0488672256469727
298,37680,126,5712,,,94.89898681640625,9.962202950887138e-06,0.9232648015022278,7679,-43.69423294067383,-1.0590364933013916
,37700,,,6.6,-3.9407593,106.28387451171875,9.962182926210165e-06,0.9230809211730957,7699,-42.62322998046875,-1.0663893222808838
297,37716,126,5716,,,93.73396301269531,9.962166906497567e-06,0.92293381690979,7715,-42.47850799560547,-1.0678365230560303
295,37752,127,5720,,,98.95768737792969,9.962130862238406e-06,0.9226024150848389,7751,-42.21227264404297,-1.0718002319335938
295,37780,128,5724,,,151.87246704101562,9.962102827904778e-06,0.922344982624054,7779,-43.69824981689453,-1.07647705078125
,37800,,,9.0,-6.36254,104.34295654296875,9.962082803429058e-06,0.9221609830856323,7799,-42.12715148925781,-1.0741952657699585
293,37816,128,5728,,,133.96505737304688,9.96206678387746e-06,0.9220139384269714,7815,-42.3264045715332,-1.076059103012085
292,37852,129,5732,,,104.27845764160156,9.962030739980557e-06,0.9216831922531128,7851,-43.31605529785156,-1.0784494876861572
291,37880,130,5736,,,104.27210998535156,9.96200270592868e-06,0.9214261174201965,7879,-42.790977478027344,-1.0831646919250488
,37900,,,8.2,-5.6031597,110.53996276855469,9.961982681654213e-06,0.9212424159049988,7899,-41.74149703979492,-1.088470458984375
289,37916,130,5740,,,127.66502380371094,9.961966662263617e-06,0.9210954904556274,7915,-42.67036819458008,-1.088436245918274
288,37952,131,5744,,,105.764892578125,9.961930618728964e-06,0.9207653403282166,7951,-42.357852935791016,-1.0997347831726074
287,37988,132,5748,,,98.25076293945312,9.96189457532472e-06,0.9204351902008057,7987,-43.179901123046875,-1.1005724668502808
,38000,,,9.0,-6.4872698,130.97509765625,9.961882560885618e-06,0.9203252792358398,7999,-41.71881103515625,-1.0982062816619873
286,38017,132,5752,,,111.61038208007812,9.96186554045503e-06,0.920169472694397,8016,-41.93547821044922,-1.108786702156067
285,38045,133,5756,,,98.15052032470703,9.961837506868039e-06,0.9199130535125732,8044,-42.702186584472656,-1.1075197458267212
284,38081,134,5760,,,107.06266784667969,9.961801463800686e-06,0.9195829033851624,8080,-42.905426025390625,-1.1081100702285767
,38100,,,9.0,-7.618918000000001,164.09490966796875,9.961782441123269e-06,0.9194088578224182,8099,-42.31830596923828,-1.1179509162902832
282,38117,134,5764,,,124.91204833984375,9.961765420863739e-06,0.9192529320716858,8116,-43.031211853027344,-1.1104377508163452
281,38153,135,5768,,,140.41026306152344,9.9617293780572e-06,0.9189231395721436,8152,-43.02445602416992,-1.1162160634994507
280,38189,136,5772,,,121.62447357177734,9.961693335381068e-06,0.9185937643051147,8188,-43.41552734375,-1.1238796710968018
,38200,,,9.0,-6.8284154,80.03465270996094,9.96168232236715e-06,0.9184932708740234,8199,-42.07582092285156,-1.1237891912460327
279,38217,136,5776,,,160.040283203125,9.961665302278678e-06,0.9183377027511597,8216,-42.44557189941406,-1.1232936382293701
278,38253,137,5780,,,125.05166625976562,9.96162925983438e-06,0.9180084466934204,8252,-43.51271057128906,-1.1326576471328735
277,38281,138,5784,,,111.2570571899414,9.961601226912306e-06,0.9177521467208862,8280,-42.49983596801758,-1.142342448234558
,38300,,,8.2,-6.114940800000001,105.05699157714844,9.961582204617253e-06,0.917578399181366,8299,-43.655181884765625,-1.1404929161071777
276,38317,138,5788,,,115.53565979003906,9.96156518469984e-06,0.9174230694770813,8316,-43.528751373291016,-1.1445746421813965
275,38345,139,5792,,,126.4391860961914,9.961537151958077e-06,0.9171670079231262,8344,-42.24296569824219,-1.1499848365783691
274,38373,139,5796,,,117.50704956054688,9.961509119295203e-06,0.9169110059738159,8372,-43.293617248535156,-1.1487263441085815
,38400,,,8.2,-6.3856517,134.83071899414062,9.96148208787357e-06,0.9166644215583801,8399,-42.950347900390625,-1.1586744785308838
272,38409,140,5800,,,104.51249694824219,9.961473077415991e-06,0.9165823459625244,8408,-43.20062255859375,-1.1523594856262207
272,38437,141,5804,,,128.24514770507812,9.961445044933428e-06,0.9163270592689514,8436,-42.543235778808594,-1.1585533618927002
271,38473,141,5808,,,116.75575256347656,9.961409003286046e-06,0.9159986972808838,8472,-43.56028747558594,-1.1682738065719604
,38500,,,9.0,-6.9284613,130.47096252441406,9.961381972136087e-06,0.9157520532608032,8499,-42.71585464477539,-1.1671793460845947
270,38501,142,5812,,,90.52600860595703,9.961380970983793e-06,0.9157429337501526,8500,-42.620521545410156,-1.163921594619751
269,38529,143,5816,,,133.24273681640625,9.961352938760427e-06,0.9154874086380005,8528,-42.89659118652344,-1.1682807207107544
268,38557,143,5820,,,150.38157653808594,9.961324906615943e-06,0.9152318835258484,8556,-43.34428405761719,-1.1732819080352783
267,38593,144,5824,,,105.33297729492188,9.961288865403235e-06,0.9149038195610046,8592,-44.150840759277344,-1.1778709888458252
,38600,,,9.0,-6.351488400000001,124.1802749633789,9.961281857404795e-06,0.914840042591095,8599,-43.156593322753906,-1.1776299476623535
266,38629,145,5828,,,115.46759033203125,9.961252824320929e-06,0.9145756959915161,8628,-43.11061096191406,-1.1925760507583618
265,38657,145,5832,,,135.697021484375,9.961224792458177e-06,0.9143205285072327,8656,-42.211883544921875,-1.184173822402954
264,38693,146,5836,,,121.68746948242188,9.961188751607694e-06,0.9139924645423889,8692,-42.989280700683594,-1.1847840547561646
,38700,,,9.0,-6.3405101,99.41834259033203,9.961181743679686e-06,0.9139288067817688,8699,-43.96949768066406,-1.191138505935669
263,38729,147,5840,,,114.25702667236328,9.96115271088761e-06,0.9136649966239929,8728,-43.925376892089844,-1.2040765285491943
262,38765,147,5844,,,99.77362060546875,9.961116670297926e-06,0.9133374691009521,8764,-44.70037078857422,-1.201850175857544
,38800,,,9.0,-5.3951573999999995,185.16714477539062,9.96108163096075e-06,0.9130192399024963,8799,-42.3400993347168,-1.202712059020996
261,38801,148,5848,,,131.94424438476562,9.961080629838642e-06,0.9130101799964905,8800,-43.19148635864258,-1.208059310913086
260,38837,149,5852,,,132.24441528320312,9.961044589509754e-06,0.9126826524734497,8836,-43.96644973754883,-1.2134681940078735
259,38865,149,5856,,,144.77780151367188,9.961016558232993e-06,0.9124284982681274,8864,-44.31230163574219,-1.2207920551300049
,38900,,,9.0,-5.8389384,122.29611206054688,9.960981519247973e-06,0.9121107459068298,8899,-44.638893127441406,-1.2268599271774292
258,38901,150,5860,,,104.34967803955078,9.960980518135926e-06,0.912101686000824,8900,-42.303226470947266,-1.22439444065094
257,38937,151,5864,,,136.89047241210938,9.960944478169255e-06,0.9117745757102966,8936,-44.328575134277344,-1.2217345237731934
256,38965,151,5868,,,144.31776428222656,9.960916447174218e-06,0.9115203619003296,8964,-43.46631622314453,-1.2231132984161377
,39000,,,9.0,-6.7079357,135.963623046875,9.960881408541347e-06,0.9112024903297424,8999,-42.14515686035156,-1.2258199453353882
255,39001,152,5872,,,103.69606018066406,9.960880407439363e-06,0.9111933708190918,9000,-44.10157775878906,-1.2343759536743164
254,39029,153,5876,,,119.07535552978516,9.960852376624626e-06,0.9109392762184143,9028,-43.79719543457031,-1.2376430034637451
254,39065,153,5880,,,82.85199737548828,9.960816337121585e-06,0.9106127023696899,9064,-43.23229217529297,-1.2504538297653198
,39100,,,8.2,-4.928496,130.84432983398438,9.960781298840863e-06,0.9102951288223267,9099,-43.589576721191406,-1.2461364269256592
253,39101,154,5884,,,107.15778350830078,9.96078029774894e-06,0.910286009311676,9100,-44.48374938964844,-1.2482097148895264
252,39129,155,5888,,,141.01097106933594,9.96075226721592e-06,0.9100322127342224,9128,-43.313804626464844,-1.251321792602539
251,39158,155,5892,,,152.2498779296875,9.960723235675593e-06,0.9097693562507629,9157,-43.69044494628906,-1.2477037906646729
250,39194,156,5896,,,108.63186645507812,9.9606871966398e-06,0.9094436168670654,9193,-43.874847412109375,-1.251709222793579
,39200,,,9.0,-6.795126600000001,86.8019027709961,9.96068119014651e-06,0.9093893766403198,9199,-43.5692138671875,-1.2632715702056885
249,39222,156,5900,,,111.18470764160156,9.960659166368776e-06,0.9091901183128357,9221,-42.946624755859375,-1.2606685161590576
249,39250,157,5904,,,133.21710205078125,9.96063113617663e-06,0.9089365005493164,9249,-42.678653717041016,-1.2616076469421387
248,39286,158,5908,,,131.1507568359375,9.960595097474063e-06,0.9086103439331055,9285,-44.11409378051758,-1.2745397090911865
,39300,,,8.2,-6.568365299999999,140.11141967773438,9.96058108245828e-06,0.908483624458313,9299,-41.881832122802734,-1.2810777425765991
247,39313,158,5912,,,115.35633850097656,9.960568068532707e-06,0.9083658456802368,9312,-43.12220764160156,-1.2822357416152954
246,39349,159,5916,,,107.62904357910156,9.960532030058328e-06,0.9080397486686707,9348,-43.095726013183594,-1.2771337032318115
245,39385,160,5920,,,99.6859130859375,9.960495991714337e-06,0.9077139496803284,9384,-42.183326721191406,-1.2735378742218018
,39400,,,9.0,-5.8018307,87.20501708984375,9.960480975776157e-06,0.9075784087181091,9399,-43.56153869628906,-1.2928574085235596
245,39405,160,5924,,,123.69970703125,9.960475970468462e-06,0.9075332880020142,9404,-43.85454559326172,-1.2841336727142334
244,39441,161,5928,,,155.88491821289062,9.960439932327302e-06,0.9072080254554749,9440,-44.33087158203125,-1.2928129434585571
243,39477,161,5932,,,122.50973510742188,9.960403894316532e-06,0.906882643699646,9476,-43.48981475830078,-1.3028271198272705
,39500,,,9.0,-6.0681864999999995,90.91764831542969,9.960380870100139e-06,0.9066748023033142,9499,-42.98986053466797,-1.2925834655761719
242,39505,162,5936,,,137.72125244140625,9.960375864842747e-06,0.9066296815872192,9504,-42.846920013427734,-1.2931859493255615
242,39541,163,5940,,,141.0288848876953,9.960339827063781e-06,0.9063047170639038,9540,-43.88973617553711,-1.307426929473877
241,39577,163,5944,,,86.23285675048828,9.960303789415203e-06,0.905980110168457,9576,-43.63365173339844,-1.3135275840759277
,39600,,,8.2,-5.419531899999999,138.89637756347656,9.960280765430209e-06,0.9057728052139282,9599,-44.04313659667969,-1.3189961910247803
240,39613,164,5948,,,101.59432983398438,9.960267751897015e-06,0.9056556224822998,9612,-42.61757278442383,-1.3030500411987305
239,39649,165,5952,,,105.95406341552734,9.960231714509213e-06,0.9053311944007874,9648,-42.472442626953125,-1.3148425817489624
239,39685,166,5956,,,124.34307861328125,9.9601956772518e-06,0.9050068259239197,9684,-43.67033767700195,-1.3162388801574707
,39700,,,8.6,-6.2517629999999995,112.14293670654297,9.960180661766359e-06,0.9048717617988586,9699,-44.75917434692383,-1.3239758014678955
238,39721,166,5960,,,82.36373901367188,9.960159640124773e-06,0.9046825170516968,9720,-43.075599670410156,-1.327012538909912
237,39749,167,5964,,,122.32814025878906,9.96013161133834e-06,0.9044301509857178,9748,-42.6585578918457,-1.3186813592910767
236,39777,167,5968,,,126.12876892089844,9.960103582630782e-06,0.9041778445243835,9776,-43.67942428588867,-1.3391425609588623
,39800,,,9.0,-7.9787504,122.12831115722656,9.96008055910858e-06,0.9039705395698547,9799,-43.40342712402344,-1.3473896980285645
236,39813,168,5972,,,112.89657592773438,9.960067545836965e-06,0.9038534164428711,9812,-42.825958251953125,-1.3445130586624146
235,39841,169,5976,,,129.79483032226562,9.960039517309693e-06,0.9036015272140503,9840,-42.54670715332031,-1.3443456888198853
234,39871,169,5980,,,129.7557373046875,9.960009486832287e-06,0.903331458568573,9870,-42.81807327270508,-1.3435550928115845
,39900,,,7.4,-5.2578453,151.38955688476562,9.959980457456862e-06,0.9030707478523254,9899,-43.575172424316406,-1.347740650177002
233,39907,170,5984,,,100.83901977539062,9.959973450378918e-06,0.9030078649520874,9906,-42.64886474609375,-1.3525869846343994
233,39943,171,5988,,,119.75017547607422,9.959937414055933e-06,0.9026841521263123,9942,-43.449119567871094,-1.3521862030029297
232,39979,171,5992,,,116.47354125976562,9.959901377863333e-06,0.9023603200912476,9978,-44.20348358154297,-1.3685660362243652
,40000,,,9.0,-6.767282799999999,90.63292694091797,9.959880356811194e-06,0.90217125415802,9999,-42.395118713378906,-1.3654115200042725
231,40013,172,5996,,,156.01605224609375,9.95986734380115e-06,0.902054488658905,10012,-45.3509407043457,-1.3664114475250244
231,40049,173,6000,,,95.62673950195312,9.95983130786207e-06,0.9017313122749329,10048,-42.263545989990234,-1.371110200881958
230,40085,173,6004,,,111.1666259765625,9.959795272053375e-06,0.9014078974723816,10084,-43.88291549682617,-1.3761223554611206
,40100,,,8.2,-5.409448199999999,91.3856201171875,9.959780257171565e-06,0.9012730717658997,10099,-42.94952392578125,-1.3696482181549072
230,40121,174,6008,,,113.47230529785156,9.95975923637506e-06,0.9010845422744751,10120,-42.46991729736328,-1.37140691280365
229,40157,175,6012,,,142.7628631591797,9.959723200827126e-06,0.900761604309082,10156,-43.593955993652344,-1.3838157653808594
228,40185,175,6016,,,125.18011474609375,9.959695173268874e-06,0.9005104899406433,10184,-43.51255416870117,-1.3880290985107422
,40200,,,8.2,-6.0014577000000005,135.09510803222656,9.959680158537967e-06,0.90037602186203,10199,-42.626869201660156,-1.3865821361541748
228,40217,176,6020,,,119.5452880859375,9.959663141870303e-06,0.9002236723899841,10216,-44.13869857788086,-1.388871431350708
227,40253,176,6024,,,106.3218002319336,9.959627106670052e-06,0.8999007940292358,10252,-42.48931884765625,-1.3967056274414062
226,40282,177,6028,,,107.54740905761719,9.959598078409108e-06,0.8996408581733704,10281,-42.19228744506836,-1.4010539054870605
,40300,,,9.0,-6.0260496,116.42790222167969,9.959580060910389e-06,0.8994795680046082,10299,-42.903343200683594,-1.3956509828567505
226,40318,178,6032,,,134.41152954101562,9.959562043444264e-06,0.8993184566497803,10317,-43.341705322265625,-1.4087015390396118
225,40346,178,6036,,,120.39453125,9.959534016339521e-06,0.8990676999092102,10345,-42.800140380859375,-1.4123164415359497
225,40380,179,6040,,,152.9169921875,9.959499983532653e-06,0.8987633585929871,10379,-43.69782638549805,-1.4117927551269531
,40400,,,7.4,-4.6771698,138.34068298339844,9.95947996428882e-06,0.898584246635437,10399,-42.64973449707031,-1.43074369430542
224,40407,180,6044,,,96.73564147949219,9.959472957562985e-06,0.8985216021537781,10406,-42.380130767822266,-1.4212250709533691
