time/episodes,time/time_elapsed,time/total_timesteps,time/fps,eval/mean_ep_length,eval/mean_reward,train/ent_coef,train/n_updates,train/ent_coef_loss,train/critic_loss,train/learning_rate,train/actor_loss
4616,257,37972,147,,,0.00034929849789477885,7971,-105.79689025878906,1019527.375,0.0009961910594599396,-4552.779296875
,,38000,,8.5,-4.442576300000001,0.000339683290803805,7999,-106.21668243408203,1405053.75,0.0009961882560885619,-4912.91015625
4620,258,38006,147,,,0.0003376598178874701,8005,-105.29118347167969,1213752.5,0.0009961876553671502,-4665.37890625
4624,258,38031,147,,,0.00032936190837062895,8030,-105.63682556152344,1330600.125,0.0009961851523651673,-5309.216796875
4628,259,38083,146,,,0.0003127290983684361,8082,-107.29254913330078,1328254.0,0.0009961799461411878,-5634.10546875
,,38100,,7.7,-3.5598345,0.00030747929122298956,8099,-107.50227355957031,1382642.5,0.0009961782441123268,-5808.91748046875
4632,260,38117,146,,,0.000302317290334031,8116,-106.92151641845703,2038122.25,0.000996176542086374,-6133.068359375
4636,261,38148,146,,,0.00029313532286323607,8147,-107.72579956054688,1850095.25,0.0009961734383994753,-6296.0078125
,,38200,,7.2,-5.0262092,0.00027833436615765095,8199,-109.19105529785156,1837934.75,0.0009961682322367149,-6826.4375
4640,262,38204,145,,,0.0002772267325781286,8203,-108.02103424072266,2196727.5,0.0009961678317637833,-6111.474609375
4644,263,38246,145,,,0.000265870796283707,8245,-108.25584411621094,2724802.0,0.0009961636268077225,-7288.4169921875
4648,263,38267,144,,,0.0002603695902507752,8266,-109.29168701171875,3265734.25,0.0009961615243363482,-7583.3017578125
4652,264,38298,144,,,0.0002524539304431528,8297,-110.24334716796875,2937987.5,0.000996158420696239,-7674.0068359375
,,38300,,10.6,-7.266298599999999,0.0002519512490835041,8299,-109.27291870117188,2565094.0,0.0009961582204617253,-8448.40625
4656,266,38344,144,,,0.00024114469124469906,8343,-109.66216278076172,2607614.0,0.0009961538153126068,-7987.4931640625
4660,267,38393,143,,,0.00022965946118347347,8392,-111.1163101196289,4053509.0,0.0009961489096012874,-8873.4765625
,,38400,,8.6,-6.046717299999999,0.00022806442575529218,8399,-110.92277526855469,3364146.5,0.0009961482087873568,-8814.7421875
4664,268,38431,143,,,0.00022112541773822159,8430,-111.93820190429688,3825140.5,0.0009961451051887335,-9131.068359375
4668,269,38475,142,,,0.0002116428513545543,8474,-112.54691314697266,3167965.0,0.0009961407000976127,-9736.076171875
,,38500,,12.7,-8.861588699999999,0.00020643633615691215,8499,-112.59788513183594,4019674.5,0.0009961381972136087,-10339.9775390625
4672,270,38511,142,,,0.00020418564963620156,8510,-112.73527526855469,4129515.5,0.0009961370959466391,-9929.515625
